links_retrieved,title,dates
https://forum.lowyat.net/topic/4390346,"Najib is a DICTATOR, a kleptocratic DICTATOR !",20170817T235000
https://forum.lowyat.net/topic/4390346,"Najib is a DICTATOR, a kleptocratic DICTATOR !",20170817T235000
https://forum.lowyat.net/topic/4559571,Mohd Hashim: Suruhanjaya Pilihan Raya (SPR),20180408T004200
https://forum.lowyat.net/topic/4559519,BN Manifesto: We will recognize UEC Chinese,20180407T222000
https://forum.lowyat.net/topic/4559519,BN Manifesto: We will recognize UEC Chinese,20180407T222000
https://forum.lowyat.net/topic/4559529,BN manifesto,20180407T224100
https://forum.lowyat.net/topic/4559529,BN manifesto,20180407T224100
https://forum.lowyat.net/topic/4559127,PPBM got axed for a stupid reason?,20180407T083200
https://forum.lowyat.net/topic/4559127,PPBM got axed for a stupid reason?,20180407T083200
https://forum.lowyat.net/topic/4559511,BN to reintroduce English schools,20180407T215300
https://forum.lowyat.net/topic/4559511,BN to reintroduce English schools,20180407T215300
https://forum.lowyat.net/topic/4559247,Alasan PH if losing this GE again,20180407T132000
https://forum.lowyat.net/topic/4559247,Alasan PH if losing this GE again,20180407T132000
https://forum.lowyat.net/topic/4559255,Liow Tiong Lai: Bentong To Become Satellite Town,20180407T135500
https://forum.lowyat.net/topic/4559255,Liow Tiong Lai: Bentong To Become Satellite Town,20180407T135500
https://forum.lowyat.net/topic/4559526,Pakatan Live,20180407T223000
https://forum.lowyat.net/topic/4559526,Pakatan Live,20180407T223000
https://forum.lowyat.net/topic/4559453,Manifesto BN,20180407T200900
https://forum.lowyat.net/topic/4559453,Manifesto BN,20180407T200900
https://forum.lowyat.net/topic/4559384,What if after PH win election,20180407T182800
https://forum.lowyat.net/topic/4559384,What if after PH win election,20180407T182800
https://forum.lowyat.net/topic/4559492,Kompilasi pantun Najib,20180407T211500
https://forum.lowyat.net/topic/4559492,Kompilasi pantun Najib,20180407T211500
https://forum.lowyat.net/topic/4558615,Parliament dissolved 7 April. GE14 is on!,20180406T100900
https://forum.lowyat.net/topic/4559193,Why bendera BN not printed by Malaysian?,20180407T111700
https://forum.lowyat.net/topic/4559193,Why bendera BN not printed by Malaysian?,20180407T111700
https://forum.lowyat.net/topic/4559261,Dr Sim Kui Hian: Ridicules DAP For Using PKR Logo,20180407T140600
https://forum.lowyat.net/topic/4559261,Dr Sim Kui Hian: Ridicules DAP For Using PKR Logo,20180407T140600
https://forum.lowyat.net/topic/4559261,Dr Sim Kui Hian: Ridicules DAP For Using PKR Logo,20180407T140600
https://forum.lowyat.net/topic/4559261,Dr Sim Kui Hian: Ridicules DAP For Using PKR Logo,20180407T140600
https://forum.lowyat.net/topic/4559215,Will bn use magic tactic this GE,20180407T120500
https://forum.lowyat.net/topic/4559215,Will bn use magic tactic this GE,20180407T120500
https://forum.lowyat.net/topic/4559177,Bendera PAS kena kebas? Lawak siot.,20180407T105300
https://forum.lowyat.net/topic/4559177,Bendera PAS kena kebas? Lawak siot.,20180407T105300
https://forum.lowyat.net/topic/4559033,Dr Mahathir: Semua Parti Dalam Pakatan Harapan,20180406T230000
https://forum.lowyat.net/topic/4559033,Dr Mahathir: Semua Parti Dalam Pakatan Harapan,20180406T230000
https://forum.lowyat.net/topic/4559033,Dr Mahathir: Semua Parti Dalam Pakatan Harapan,20180406T230000
https://forum.lowyat.net/topic/4559033,Dr Mahathir: Semua Parti Dalam Pakatan Harapan,20180406T230000
https://forum.lowyat.net/topic/4559033,Dr Mahathir: Semua Parti Dalam Pakatan Harapan,20180406T230000
https://forum.lowyat.net/topic/4559033,Dr Mahathir: Semua Parti Dalam Pakatan Harapan,20180406T230000
https://forum.lowyat.net/topic/4559033,Dr Mahathir: Semua Parti Dalam Pakatan Harapan,20180406T230000
https://forum.lowyat.net/topic/4559033,Dr Mahathir: Semua Parti Dalam Pakatan Harapan,20180406T230000
https://forum.lowyat.net/topic/4557610,Amanah said DAP already give up to,20180404T221200
https://forum.lowyat.net/topic/4557610,Amanah said DAP already give up to,20180404T221200
https://forum.lowyat.net/topic/4557610,Amanah said DAP already give up to,20180404T221200
https://forum.lowyat.net/topic/4557610,Amanah said DAP already give up to,20180404T221200
https://forum.lowyat.net/topic/4559123,Topkek k/ want see PAS wipe out lel,20180407T074800
https://forum.lowyat.net/topic/4559123,Topkek k/ want see PAS wipe out lel,20180407T074800
https://forum.lowyat.net/topic/4559154,Datuk Seri Najib And The Number 11,20180407T100900
https://forum.lowyat.net/topic/4559154,Datuk Seri Najib And The Number 11,20180407T100900
https://forum.lowyat.net/topic/4559040,suggest zairil khir johari for PM,20180406T231000
https://forum.lowyat.net/topic/4559040,suggest zairil khir johari for PM,20180406T231000
https://forum.lowyat.net/topic/4559050,"Kita Pilih Biru,BN",20180406T235200
https://forum.lowyat.net/topic/4559050,"Kita Pilih Biru,BN",20180406T235200
https://forum.lowyat.net/topic/4558973,Pencapaian PM Najib Sepanjang Lima Tahun,20180406T203900
https://forum.lowyat.net/topic/4558973,Pencapaian PM Najib Sepanjang Lima Tahun,20180406T203900
https://forum.lowyat.net/topic/4559048,what is manifesto bn 2018?,20180406T233600
https://forum.lowyat.net/topic/4559048,what is manifesto bn 2018?,20180406T233600
https://forum.lowyat.net/topic/4556806,"SPR larang gambar Mahathir di poster HARAPAN, dakw",20180403T173200
https://forum.lowyat.net/topic/4556806,"SPR larang gambar Mahathir di poster HARAPAN, dakw",20180403T173200
https://forum.lowyat.net/topic/4558972,GE14,20180406T203900
https://forum.lowyat.net/topic/4558749,Nurul Izzah: Our Final Office Get Together Before,20180406T134300
https://forum.lowyat.net/topic/4558749,Nurul Izzah: Our Final Office Get Together Before,20180406T134300
https://forum.lowyat.net/topic/4558994,GE14: More drama incoming?,20180406T213200
https://forum.lowyat.net/topic/4557557,DAP's Tan Seng Giaw wants to defend Kepong,20180404T212200
https://forum.lowyat.net/topic/4557557,DAP's Tan Seng Giaw wants to defend Kepong,20180404T212200
https://forum.lowyat.net/topic/4557852,could this be PH logo?,20180405T122400
https://forum.lowyat.net/topic/4557852,could this be PH logo?,20180405T122400
https://forum.lowyat.net/topic/4558781,Rafizi's last day in Parliament....,20180406T143400
https://forum.lowyat.net/topic/4558781,Rafizi's last day in Parliament....,20180406T143400
https://forum.lowyat.net/topic/4558555,DAP kecundang! Adakah anda tepuk tangan?,20180406T073200
https://forum.lowyat.net/topic/4558555,DAP kecundang! Adakah anda tepuk tangan?,20180406T073200
https://forum.lowyat.net/topic/4558918,When will the GE14 Section open?,20180406T183600
https://forum.lowyat.net/topic/4558877,Stupid statement suggested by BN,20180406T172700
https://forum.lowyat.net/topic/4558877,Stupid statement suggested by BN,20180406T172700
https://forum.lowyat.net/topic/4557972,What happen to Parti Pribumi Bersatu Malaysia?,20180405T152000
https://forum.lowyat.net/topic/4557972,What happen to Parti Pribumi Bersatu Malaysia?,20180405T152000
https://forum.lowyat.net/topic/4558489,Why Was PPBM Deregistered?,20180405T230200
https://forum.lowyat.net/topic/4558489,Why Was PPBM Deregistered?,20180405T230200
https://forum.lowyat.net/topic/4558867,Mohd Hashim: Suruhanjaya Pilihan Raya (SPR) Tidak,20180406T170400
https://forum.lowyat.net/topic/4558468,PAS: Quranic recitals played for cows,20180405T221900
https://forum.lowyat.net/topic/4558468,PAS: Quranic recitals played for cows,20180405T221900
https://forum.lowyat.net/topic/4534903,Mahathir will lose because he is lazy!,20180302T080600
https://forum.lowyat.net/topic/4534903,Mahathir will lose because he is lazy!,20180302T080600
https://forum.lowyat.net/topic/4558626,Pls watch TV1 today 1130am. Najib annoucement,20180406T103200
https://forum.lowyat.net/topic/4558626,Pls watch TV1 today 1130am. Najib annoucement,20180406T103200
https://forum.lowyat.net/topic/4558626,Pls watch TV1 today 1130am. Najib annoucement,20180406T103200
https://forum.lowyat.net/topic/4558690,[NOW] TV1 12:03PM Najib makes annoucement!,20180406T120200
https://forum.lowyat.net/topic/4558690,[NOW] TV1 12:03PM Najib makes annoucement!,20180406T120200
https://forum.lowyat.net/topic/4558712,How BN protek own gang to vote election,20180406T123600
https://forum.lowyat.net/topic/4558712,How BN protek own gang to vote election,20180406T123600
https://forum.lowyat.net/topic/4557160,Pemimpin Umno ditangkap dadah.,20180404T111600
https://forum.lowyat.net/topic/4557160,Pemimpin Umno ditangkap dadah.,20180404T111600
https://forum.lowyat.net/topic/4558616,Mahathir says he never arrested anyone,20180406T101100
https://forum.lowyat.net/topic/4558616,Mahathir says he never arrested anyone,20180406T101100
https://forum.lowyat.net/topic/4557546,Guan Eng baffled by PAS’ ‘senseless’ backing,20180404T211100
https://forum.lowyat.net/topic/4557546,Guan Eng baffled by PAS’ ‘senseless’ backing,20180404T211100
https://forum.lowyat.net/topic/4558534,BN Google ad,20180406T014100
https://forum.lowyat.net/topic/4558534,BN Google ad,20180406T014100
https://forum.lowyat.net/topic/4558382,Khairy: Contigency plan,20180405T193000
https://forum.lowyat.net/topic/4558382,Khairy: Contigency plan,20180405T193000
https://forum.lowyat.net/topic/4558408,DAP: Hereditary Reflex Reigns,20180405T203300
https://forum.lowyat.net/topic/4558408,DAP: Hereditary Reflex Reigns,20180405T203300
https://forum.lowyat.net/topic/4557777,Umno man drink nescafe at night club,20180405T102100
https://forum.lowyat.net/topic/4557777,Umno man drink nescafe at night club,20180405T102100
https://forum.lowyat.net/topic/4556973,80 ahli PKR Gua Musang umum masuk PAS,20180403T223700
https://forum.lowyat.net/topic/4556973,80 ahli PKR Gua Musang umum masuk PAS,20180403T223700
https://forum.lowyat.net/topic/4556973,80 ahli PKR Gua Musang umum masuk PAS,20180403T223700
https://forum.lowyat.net/topic/4556973,80 ahli PKR Gua Musang umum masuk PAS,20180403T223700
https://forum.lowyat.net/topic/4558396,MACC tak soal siasat about this fella..,20180405T200400
https://forum.lowyat.net/topic/4558400,Keprihatinan Menteri Pertahanan Hishammuddin,20180405T201200
https://forum.lowyat.net/topic/4558400,Keprihatinan Menteri Pertahanan Hishammuddin,20180405T201200
https://forum.lowyat.net/topic/4558395,PH Should Use Different logo in different area,20180405T200200
https://forum.lowyat.net/topic/4558395,PH Should Use Different logo in different area,20180405T200200
https://forum.lowyat.net/topic/4557744,Road & traffic improvement when u vote PH,20180405T090700
https://forum.lowyat.net/topic/4557744,Road & traffic improvement when u vote PH,20180405T090700
https://forum.lowyat.net/topic/4558099,GE14 Is Coming!,20180405T164200
https://forum.lowyat.net/topic/4556195,"Najib: If ECRL cancelled, China boycott Palm Oil",20180402T183700
https://forum.lowyat.net/topic/4556195,"Najib: If ECRL cancelled, China boycott Palm Oil",20180402T183700
https://forum.lowyat.net/topic/4546262,What Will Happen if Mahathir Use PKR logo,20180317T194200
https://forum.lowyat.net/topic/4546262,What Will Happen if Mahathir Use PKR logo,20180317T194200
https://forum.lowyat.net/topic/4546262,What Will Happen if Mahathir Use PKR logo,20180317T194200
https://forum.lowyat.net/topic/4546262,What Will Happen if Mahathir Use PKR logo,20180317T194200
https://forum.lowyat.net/topic/4557599,Online vote for Selangor ; PAS win,20180404T220400
https://forum.lowyat.net/topic/4557599,Online vote for Selangor ; PAS win,20180404T220400
https://forum.lowyat.net/topic/4556239,Umno division chief arrested at,20180402T200900
https://forum.lowyat.net/topic/4556239,Umno division chief arrested at,20180402T200900
https://forum.lowyat.net/topic/4557317,P122 Seputeh Voters kambing in,20180404T145800
https://forum.lowyat.net/topic/4557317,P122 Seputeh Voters kambing in,20180404T145800
https://forum.lowyat.net/topic/4557811,PKR announces four PKR Youth candidates for GE14,20180405T111800
https://forum.lowyat.net/topic/4557811,PKR announces four PKR Youth candidates for GE14,20180405T111800
https://forum.lowyat.net/topic/4557811,PKR announces four PKR Youth candidates for GE14,20180405T111800
https://forum.lowyat.net/topic/4557094,Why DAP is really butthurt with PAS decision?,20180404T091900
https://forum.lowyat.net/topic/4557094,Why DAP is really butthurt with PAS decision?,20180404T091900
https://forum.lowyat.net/topic/4557094,Why DAP is really butthurt with PAS decision?,20180404T091900
https://forum.lowyat.net/topic/4557094,Why DAP is really butthurt with PAS decision?,20180404T091900
https://forum.lowyat.net/topic/4557674,usaha UMNO menutup kisah 1MDB,20180405T001000
https://forum.lowyat.net/topic/4557674,usaha UMNO menutup kisah 1MDB,20180405T001000
https://forum.lowyat.net/topic/4557279,Umno division chief says didn’t do drugs,20180404T141100
https://forum.lowyat.net/topic/4557279,Umno division chief says didn’t do drugs,20180404T141100
https://forum.lowyat.net/topic/4557472,Hidup Najib,20180404T182600
https://forum.lowyat.net/topic/4557472,Hidup Najib,20180404T182600
https://forum.lowyat.net/topic/4557407,Harakah: Dap Punca Masalah Dalam Mana2,20180404T165100
https://forum.lowyat.net/topic/4557407,Harakah: Dap Punca Masalah Dalam Mana2,20180404T165100
https://forum.lowyat.net/topic/4556844,Tampal sticker BN dapat rm300,20180403T184100
https://forum.lowyat.net/topic/4556844,Tampal sticker BN dapat rm300,20180403T184100
https://forum.lowyat.net/topic/4557179,"P Kamalanathan ""belasah"" ahli parlimen DAP",20180404T113800
https://forum.lowyat.net/topic/4557179,"P Kamalanathan ""belasah"" ahli parlimen DAP",20180404T113800
https://forum.lowyat.net/topic/4557109,Pictures of Mahathir not allowed on Pakatan poster,20180404T095900
https://forum.lowyat.net/topic/4557109,Pictures of Mahathir not allowed on Pakatan poster,20180404T095900
https://forum.lowyat.net/topic/4557109,Pictures of Mahathir not allowed on Pakatan poster,20180404T095900
https://forum.lowyat.net/topic/4557109,Pictures of Mahathir not allowed on Pakatan poster,20180404T095900
https://forum.lowyat.net/topic/4557224,shower thought: how to win pilihan raya easy,20180404T124500
https://forum.lowyat.net/topic/4557185,Pakcik BN cakap pasal GST.,20180404T114900
https://forum.lowyat.net/topic/4557185,Pakcik BN cakap pasal GST.,20180404T114900
https://forum.lowyat.net/topic/4554499,I wanna help in the coming General Election,20180330T133600
https://forum.lowyat.net/topic/4557153,Najib new announcement,20180404T110700
https://forum.lowyat.net/topic/4557153,Najib new announcement,20180404T110700
https://forum.lowyat.net/topic/4556980,60 ahli UMNO sertai Pas di Kelantan,20180403T225000
https://forum.lowyat.net/topic/4556980,60 ahli UMNO sertai Pas di Kelantan,20180403T225000
https://forum.lowyat.net/topic/4556980,60 ahli UMNO sertai Pas di Kelantan,20180403T225000
https://forum.lowyat.net/topic/4556980,60 ahli UMNO sertai Pas di Kelantan,20180403T225000
https://forum.lowyat.net/topic/4556747,Lim Kit Siang: DAP will defend the RAMD!,20180403T161600
https://forum.lowyat.net/topic/4556747,Lim Kit Siang: DAP will defend the RAMD!,20180403T161600
https://forum.lowyat.net/topic/4556747,Lim Kit Siang: DAP will defend the RAMD!,20180403T161600
https://forum.lowyat.net/topic/4556747,Lim Kit Siang: DAP will defend the RAMD!,20180403T161600
https://forum.lowyat.net/topic/4556968,"Peluang BN Cerah Di Tumpat,Kota lama",20180403T222700
https://forum.lowyat.net/topic/4556968,"Peluang BN Cerah Di Tumpat,Kota lama",20180403T222700
https://forum.lowyat.net/topic/4556997,PM: 4 Hari Lagi Pelancaran Manifesto BN,20180403T231900
https://forum.lowyat.net/topic/4556997,PM: 4 Hari Lagi Pelancaran Manifesto BN,20180403T231900
https://forum.lowyat.net/topic/4556790,'Pecat ketua bahagian Umno terlibat dadah',20180403T170800
https://forum.lowyat.net/topic/4556790,'Pecat ketua bahagian Umno terlibat dadah',20180403T170800
https://forum.lowyat.net/topic/4556394,Polis sahkan ketua bahagian Umno ditahan positif,20180403T031300
https://forum.lowyat.net/topic/4556394,Polis sahkan ketua bahagian Umno ditahan positif,20180403T031300
https://forum.lowyat.net/topic/4556736,How M'sia's brain drain sparked DAP rising star's,20180403T160000
https://forum.lowyat.net/topic/4556736,How M'sia's brain drain sparked DAP rising star's,20180403T160000
https://forum.lowyat.net/topic/4556876,MP PAS: Isu E-Sukan,20180403T193500
https://forum.lowyat.net/topic/4556876,MP PAS: Isu E-Sukan,20180403T193500
https://forum.lowyat.net/topic/4556852,BN failed,20180403T185400
https://forum.lowyat.net/topic/4556852,BN failed,20180403T185400
https://forum.lowyat.net/topic/4556867,Anwar Ibrahim: Hargai Pengorbanan Tun Mahathir,20180403T192100
