status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
47298465905_10154451268490906,"b""Next on Malaysians Kini - The Last Awang Batil.\n\nWithout a protege, Ramli Mahmud may be the last in generation of storytellers, the Awang Batil, so called for their practice of telling folklore while beating on a drum called the 'batil'. \n\nRead about it here: https://www.malaysiakini.com/news/382160""",b'The Last Awang Batil',video,https://www.facebook.com/MalaysiaKini/videos/10154451268490906/,2017-05-13 11:05:04,46,3,9
47298465905_10154450715380906,b'Khairy says this is because the Foreign Ministry is responsible for handling the travel of M\xe2\x80\x99sians abroad.',b'Foreign Ministry to decide on N Korea-Malaysia match in Pyongyang',link,http://dlvr.it/P7ddqX,2017-05-13 06:28:12,29,20,0
47298465905_10154450537630906,"b'However, MCMC urges Malaysians to take precautions as it continues to monitor the situation.'",b'Malaysia spared from global cyberattack',link,http://dlvr.it/P7cBzv,2017-05-13 04:53:08,34,0,14
47298465905_10154450518995906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48206O8,2017-05-13 04:37:01,44,89,0
47298465905_10154450504880906,b'Prime Minister Najib stress that such projects open up huge swathes of the country.',b'\xe2\x80\x98I make no apologies for wanting to build world-class infrastructure\xe2\x80\x99',link,http://dlvr.it/P7bm3M,2017-05-13 04:20:21,80,114,15
47298465905_10154450504820906,b'DAP secretary-general shocked by the decision of the Sarawak state assembly to disqualify Ting.',b'Guan Eng tells Sarawak DAP to be ready for Pujut by-election',link,http://dlvr.it/P7blxd,2017-05-13 04:20:18,73,8,8
47298465905_10154450504755906,"b""Both deals with China were signed on M'sia's behalf, by companies owned by the Finance Ministry.""","b""M'sia inks second phase deals on ECRL and Malacca-Pengerang pipeline""",link,http://dlvr.it/P7blmH,2017-05-13 04:20:16,50,12,11
47298465905_10154450492735906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48204O8,2017-05-13 04:08:20,52,106,0
47298465905_10154450472555906,"b""Perkasa president Ibrahim Ali says the proposal should apply to all senior gov't officials and civil servants, including the prime minister.""",b'Perkasa: Swear to God before swearing into office',link,http://dlvr.it/P7bKZ9,2017-05-13 03:49:09,86,251,35
47298465905_10154450419510906,b'Iskandar Samad refuses to comment on news that Azmin has asked the three PAS excos to resign.',"b""PAS S'gor exco says no word from MB to quit after PKR divorce""",link,http://dlvr.it/P7ZthD,2017-05-13 03:17:14,71,36,9
47298465905_10154450419440906,"b""PM says this in a visit to the Chinese construction giant, which has been reported to take over Bandar M'sia development.""","b""Najib: Wanda group can do wonders in Bandar M'sia""",link,http://dlvr.it/P7ZtTW,2017-05-13 03:17:11,200,152,63
47298465905_10154450299810906,"b'The former premier also tells SBS World News that Harapan will not name the PM candidate before election, for fear of sabotage.'",b'Dr M tells Australian TV that Najib got the better of him',link,http://dlvr.it/P7YZDt,2017-05-13 01:41:15,308,32,53
47298465905_10154450299775906,"b""For a Muslim, hudud must be accepted as God's law, but implementation is a different matter, says PKR president.""","b""Wan Azizah doesn't rule out hudud in M'sia, but no stonings 'in near future'""",link,http://dlvr.it/P7YZ4m,2017-05-13 01:41:12,202,160,53
47298465905_10154450264735906,"b""She says the fact that the former premier is willing to work with the opposition shows just how 'bad' PM Najib is.""",b'Wan Azizah: Working with Mahathir not a deal with the devil',link,http://dlvr.it/P7Y8dT,2017-05-13 01:08:12,418,40,49
47298465905_10154450229975906,"b'This is in contrast with Johor Sultan Ibrahim Sultan Iskandar, who disapproves such a move.'","b""S'gor ruler supports state assembly live broadcasts""",link,http://dlvr.it/P7Xp9J,2017-05-13 00:35:35,533,13,48
47298465905_10154450211210906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48197O8,2017-05-13 00:16:39,17,0,0
47298465905_10154450197545906,"b""Penang CM fully supports move by Azmin Ali asking PAS' Selangor state executive councillors to resign from their government post""","b""Guan Eng agrees with calls for PAS' S'gor excos to quit""",link,http://dlvr.it/P7XP6L,2017-05-13 00:03:07,470,61,65
47298465905_10154447482730906,,b'Malaysiakini',video,https://www.facebook.com/MalaysiaKini/videos/10154447054605906/,2017-05-13 00:00:00,16,4,0
47298465905_10154450096285906,"b""The lawyer says he and Khairuddin Abu Hassan getting back their passports doesn't mean ban is over.""","b'Acquitted, but question of travel ban remains, says Chang'",link,http://dlvr.it/P7WcvH,2017-05-12 23:00:23,27,4,3
47298465905_10154450091820906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48196O74,2017-05-12 22:57:11,146,11,0
47298465905_10154450059335906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48194O8,2017-05-12 22:32:20,140,27,0
47298465905_10154450050610906,"b""A check by Malaysiakini however, shows that provisions regarding dual citizenship are vague in both the Federal and S'wak constitutions.""","b""Constitution experts: Decision on Ting's disqualification is final""",link,http://dlvr.it/P7WGFP,2017-05-12 22:26:24,37,36,8
47298465905_10154450050590906,"b""'Why not blame Umno for not adopting Hadi's bill?'""",b'Anwar questions reasoning behind PAS-PKR divorce',link,http://dlvr.it/P7WG4h,2017-05-12 22:26:21,177,60,24
47298465905_10154450020035906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48193O8,2017-05-12 22:10:22,83,17,0
47298465905_10154449876215906,"b'A highly unusual move, it prompted fresh charges Trump is trying to silence the ex-FBI chief.'",b'Trump warns ousted FBI chief not to talk to media',link,http://dlvr.it/P7VVxy,2017-05-12 21:22:09,61,41,6
47298465905_10154449876150906,b'Eight JJPTR scheme locations in Penang are raided and 19 employees detained.',b'Police arrest 19 linked to JJPTR investment scheme',link,http://dlvr.it/P7VVs1,2017-05-12 21:22:08,276,80,118
47298465905_10154449876075906,b'It is reported that Azmin had asked the three PAS state cabinet members to resign.',"b""'PKR scuttling Islam' among issues raised in Azmin-PAS meet""",link,http://dlvr.it/P7VVcW,2017-05-12 21:22:05,317,48,36
47298465905_10154449806825906,"b'The reports lodged through the website, Kleptocrazy.my, will then be forwarded to the MACC for further action.'",b'C4 launches website to allow public to report corruption',link,http://dlvr.it/P7V6fT,2017-05-12 20:49:18,140,27,21
47298465905_10154449806760906,"b'KINI ROUNDUP | Key headlines you may have missed yesterday, in brief.'",b'Drama overshadows Umno show of force; possible multi-cornered fight with PAS',link,http://dlvr.it/P7V6Y9,2017-05-12 20:49:16,34,9,4
47298465905_10154449738180906,b'Cyber extortionists tricked victims into opening malicious malware attachments to spam emails.',b'Hackers exploit stolen US spy agency tool to launch global cyberattack',link,http://dlvr.it/P7TkxF,2017-05-12 20:17:14,16,1,2
47298465905_10154449738040906,b'COMMENT | We should boycott both plastics and polystyrene packaging materials altogether.',b'Do we even care for our environment?',link,http://dlvr.it/P7Tktq,2017-05-12 20:17:12,14,6,4
47298465905_10154449737980906,b'COMMENT | Sheer reliance on principles can get you exposed to the vicissitudes of life and politics.',b'Is PAS-Umno cooperation syariah-compliant?',link,http://dlvr.it/P7TknG,2017-05-12 20:17:10,54,71,18
47298465905_10154449681855906,b'#Columns COMMENT | \xe2\x80\x98Many are ignorant of what happened that day and are fed a steady diet of fearing the other.\xe2\x80\x99',b'Who is afraid of May 13?',link,http://dlvr.it/P7TNTS,2017-05-12 19:47:14,83,64,40
47298465905_10154449677375906,"b'YOURSAY | \xe2\x80\x98In the absence of Anwar, the choice of Mahathir would not be out of place.\xe2\x80\x99'",b'Mahathir is only Pakatan leader who can bag rural voters',link,http://dlvr.it/P7TLJS,2017-05-12 19:44:11,360,67,56
47298465905_10154449626710906,b'YOURSAY | \xe2\x80\x98He is the most credible of all the eligible opposition leaders\xe2\x80\xa6\xe2\x80\x9d',b'Dr M as PM candidate will be Najib\xe2\x80\x99s worst nightmare',link,http://dlvr.it/P7Swgc,2017-05-12 19:11:15,549,94,95
47298465905_10154449414175906,b'#Columns Would critics be better off saving their breath?',b'Blasphemy by believers?',link,http://dlvr.it/P7R6nq,2017-05-12 17:03:45,49,20,6
47298465905_10154448486930906,,b'Azmin: We may have to take on PAS in three-cornered fights',link,https://www.malaysiakini.com/news/382036,2017-05-12 11:32:07,58,21,3
47298465905_10154448432120906,"b'It is dishonourable for remaining in the state gov\xe2\x80\x99t despite terminating ties with PKR, says Noh Omar.'",b'Selangor Umno slams S\xe2\x80\x99gor PAS as \xe2\x80\x98opportunist\xe2\x80\x99',link,http://dlvr.it/P7JlLw,2017-05-12 11:06:51,85,89,19
47298465905_10154448363505906,,"b""Malaysiakini's cover photo""",photo,https://www.facebook.com/MalaysiaKini/photos/a.10150618605550906.382244.47298465905/10154448360535906/?type=3,2017-05-12 10:39:57,104,0,7
47298465905_10154448349405906,"b""The chancellor's conservatives edge ahead of their Social Democrat rivals in opinion polls in Germany's most populist state.""","b""Merkel's party ahead as key state election campaign draws to a close""",link,http://dlvr.it/P7J4Jr,2017-05-12 10:36:06,12,2,0
47298465905_10154448209430906,b'UPDATED 10PM | They demand to know the role of Turkish agents in the sudden deportation of Ismet Ozcelik and Turgay Karaman.',"b'Explain involvement of Turkish agents, say families of deported men'",link,http://dlvr.it/P7GcZF,2017-05-12 09:27:27,26,0,1
47298465905_10154448146320906,"b""Their action to hold on to positions in S'gor gov't 9 'is immoral and dishonourable', says Saifudddin Nasution.""",b'PKR sec-gen quotes Nik Aziz in swipe against PAS exco members',link,http://dlvr.it/P7FvDp,2017-05-12 08:54:20,154,33,21
47298465905_10154448003180906,"b""Bersatu Youth says the coalition intends to do this by making 'dirty jobs' appealing.""","b""'One million jobs in five years' if Harapan wins GE14""",link,http://dlvr.it/P7DXvJ,2017-05-12 07:48:56,585,59,124
47298465905_10154448003150906,"b""The sermon reminds the congregation to forgive and forget last week's incident.""","b""Surau puts up 'don't obstruct traffic' banner after assault incident""",link,http://dlvr.it/P7DXqX,2017-05-12 07:48:54,791,115,153
47298465905_10154447937035906,"b'KiniTV BULLETIN: After their exit from Pakatan Rakyat last year, PAS has broken their last line to the opposition coalition Pakatan Harapan but severing their ties with PKR.'","b""KiniFlash - 12 May: It's over - PAS severs ties with PKR""",link,http://www.kinitv.com/video/48189O120,2017-05-12 07:18:13,23,2,0
47298465905_10154447881885906,b'This is sec-gen\xe2\x80\x99s response to query on party\xe2\x80\x99s 71st anniversary logo appearing on the DBKL headquarters.',"b""Ku Nan says Umno logo on City Hall premises was 'a trial run'""",link,http://dlvr.it/P7CFLw,2017-05-12 06:44:28,57,119,29
47298465905_10154447881760906,b'Syed Saddiq will take to the streets to spread the message of unity tomorrow to counter the date being a grim reminder of racial riots.',b'Bersatu Youth chief and friend seek to excorcise May 13 spectre',link,http://dlvr.it/P7CF9B,2017-05-12 06:44:23,193,15,13
47298465905_10154447877040906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48180O8,2017-05-12 06:41:52,12,44,0
47298465905_10154447869850906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48185O8,2017-05-12 06:38:09,333,15,0
47298465905_10154447820575906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48181O8,2017-05-12 06:12:10,39,90,0
47298465905_10154447818785906,"b""Women's wing confident of facing GE14 as members had been working with the people at the grassroots continuously.""",b'Sharizat: Wanita Umno all geared up for GE14',link,http://dlvr.it/P7BbYW,2017-05-12 06:11:37,66,236,42
47298465905_10154447818725906,"b""They attended on their own volition, and the anniversary do was 'non-political' gathering, party sec-gen adds.""","b""Ku Nan claims students wanted to attend 'non-political' Umno bash""",link,http://dlvr.it/P7BbLH,2017-05-12 06:11:32,73,171,69
47298465905_10154447776590906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48177O8,2017-05-12 05:49:45,159,53,0
47298465905_10154447758865906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48174O8,2017-05-12 05:42:43,44,1,0
47298465905_10154447643875906,"b'#LETTERS The heated sexual harassment issue is continuing. The victim, whether male or female, has a right not to be sexually harassed. It must also be noted that it is easy for the victim to make an allegation, but it is difficult to prove the case. Thus, this paper is aimed to provide a better understanding for all people on the steps to be taken if a person undergoes such an experience.'",b'Guidelines for victims of sexual harassment in the workplace',link,http://dlvr.it/P792v0,2017-05-12 04:49:17,14,0,3
47298465905_10154447624345906,"b'They\xe2\x80\x99ll do so to to garner votes in the next general election, but wouldn\xe2\x80\x99t dare abolish it, adds PM.'","b'Opposition will continue to manipulate GST, says Najib'",link,http://dlvr.it/P78mKK,2017-05-12 04:34:40,56,122,14
47298465905_10154447624260906,"b'DPM says, for instance, Umno has to now face three-cornered fights in GE14.'",b'Zahid: BN to adopt new strategy in wake of PAS-PKR split',link,http://dlvr.it/P78mBy,2017-05-12 04:34:37,22,21,4
47298465905_10154447586260906,"b'If the situation warrants it, GE14 will see old buddies PAS and PKR facing off each other.'",b'Azmin: We may have to take on PAS in three-cornered fights',link,http://dlvr.it/P786hr,2017-05-12 03:59:46,223,95,31
47298465905_10154447586220906,"b'Penang Gerakan wants to know who the prime plot of land was allegedly sold off to, and whether it was done through open tender.'","b""Explain sale of land to private developer, Gerakan tells Penang gov't""",link,http://dlvr.it/P786c4,2017-05-12 03:59:41,43,153,15
47298465905_10154447554685906,"b""The state gov\xe2\x80\x99't is still stable despite PAS officially severing ties with PKR, the S'gor MB adds.""","b'Azmin: No dissolving the state assembly, for now'",link,http://dlvr.it/P77bZR,2017-05-12 03:28:35,59,12,4
47298465905_10154447554645906,b'The hearing over a judicial review application by seven residents to challenge the exercise is set for June 14.',"b""High Court suspends EC's redelineation proposal in Malacca""",link,http://dlvr.it/P77bWM,2017-05-12 03:28:32,142,8,40
47298465905_10154447554535906,"b'Lawyers directed to file letters of demand to PM Najib, IGP, DPM and AG for their detention under Sosma.'","b'Khairuddin, Chang plan to file suit following their acquittal'",link,http://dlvr.it/P77bFq,2017-05-12 03:28:28,297,23,42
47298465905_10154447539535906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48164O8,2017-05-12 03:10:23,210,6,0
47298465905_10154447493330906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48160O8,2017-05-12 02:40:06,40,23,0
47298465905_10154447465760906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48157O8,2017-05-12 02:18:12,22,14,0
47298465905_10154447426675906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48155O8,2017-05-12 02:07:47,24,88,0
47298465905_10154447386290906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48153O8,2017-05-12 01:58:11,51,109,0
47298465905_10154447381475906,b'Jinjang Selatan Tambahan residents want Suhakam\xe2\x80\x99s help to stop DBKL from evicting them.',b'Jinjang residents take eviction complaint to Suhakam',link,http://dlvr.it/P75vsg,2017-05-12 01:52:15,14,2,1
47298465905_10154447355765906,b'#Columns We must find ways to make the exception the norm.',b'\xe2\x80\x98Umno\xe2\x80\x99s dumbing down of public universities\xe2\x80\x99',link,http://dlvr.it/P75Rwx,2017-05-12 01:20:24,52,7,13
47298465905_10154447355725906,"b""The split is a blessing in disguise as there's no more issue of trying to get PAS to join the opposition, says Amanah man.""","b""Mujahid: PAS-PKR split follows Umno's script""",link,http://dlvr.it/P75Rs3,2017-05-12 01:20:19,102,20,15
47298465905_10154436490545906,"b'Reducing uric acid is the key to gout treatment!\nBut currently, people\xe2\x80\x99s improper eating habit and unhealthy lifestyle have greatly increased their chances to Hyperuricemia.\nDo you belong to the high-risk group of Hyperuricemia? Do you still obtain sufficient health?\n\nIf health is the living capital, how rich are you in health?\n\nFor more info: http://vox.malaysiakini.com/en/14636\n#Brandvoice'",b'Calculate how rich you are in health',link,http://vox.malaysiakini.com/en/14636,2017-05-12 01:20:00,5,2,1
47298465905_10154447322810906,"b""On PAS severing political ties with PKR, the former premier describes the Islamist party as 'confused'.""","b'PAS will perform badly if it goes alone in GE14, says Dr M'",link,http://dlvr.it/P74yyY,2017-05-12 00:48:14,221,63,29
47298465905_10154447279445906,"b""Ting Tiong Choon's disqualification raises the possibility of a by-election for the state seat of Pujut.""","b""S'wak DAP rep loses seat over Aussie citizenship""",link,http://dlvr.it/P74X0t,2017-05-12 00:14:53,123,56,49
47298465905_10154447279405906,b'PM told to call for general election after hinting of early polls at anniversary brouhaha.',b'Khairuddin dares Najib to dissolve parliament now',link,http://dlvr.it/P74X0J,2017-05-12 00:14:51,241,15,29
47298465905_10154447279360906,"b'The viral message that fees will go up by as much as 200pct is a hoax, says the ministry.'",b'Ministry dismisses news of public university fees hike as fake',link,http://dlvr.it/P74Wyy,2017-05-12 00:14:50,8,1,0
47298465905_10154447273290906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48144O8,2017-05-12 00:08:58,34,18,0
47298465905_10154447255930906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48138O8,2017-05-11 23:52:06,904,109,0
47298465905_10154447247765906,"b""Former premier says they share similar objectives to 'bring down this kleptocratic government'.""","b""Mahathir: I'm with DAP but it does not own me""",link,http://dlvr.it/P745nn,2017-05-11 23:44:45,246,31,42
47298465905_10154447247720906,"b""S'gor MB says PAS' decision to sever ties with PKR betrays the people's desire to see changes in the country.""","b""Azmin meets S'gor PAS commissioner and reps""",link,http://dlvr.it/P745lm,2017-05-11 23:44:41,64,23,17
47298465905_10154447247630906,b'Two Kedah suspects are nabbed over the case involving work permits amounting to RM20 million.',"b'MACC seize RM1.5m cash in expatriate, professional permits case'",link,http://dlvr.it/P745jb,2017-05-11 23:44:39,42,6,7
47298465905_10154447233735906,b'VIDEO | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48134O8,2017-05-11 23:35:38,195,21,0
47298465905_10154447213275906,b'VIDEO | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48132O8,2017-05-11 23:22:22,414,42,0
47298465905_10154447202720906,"b'Police confirm Turkish nationals Mturgay Karaman, Ihsan Aslan and Ismet Ozcelik were deported to Turkey last night.'",b'IGP: Arrested Turkish men deported to Ankara',link,http://dlvr.it/P73fMj,2017-05-11 23:13:20,16,7,2
47298465905_10154447202705906,b'Minister Fadillah Yusof says they are monitoring the two companies which are in financial dire straits.',b'Works Ministry helped toll concessionaire facing bankruptcy to restructure loan',link,http://dlvr.it/P73fJv,2017-05-11 23:13:15,39,65,26
47298465905_10154447202660906,"b""Bersih's Mandeep Singh confirms he and two others have been called by the cops to have their statements recorded next week.""",b'Bersih trio to be probed over candlelight vigil last November',link,http://dlvr.it/P73fC7,2017-05-11 23:13:13,38,3,4
47298465905_10154447183630906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48129O8,2017-05-11 22:57:47,27,2,0
47298465905_10154447164525906,"b""\xe2\x80\x98He's a showboat. He's a grandstander,\xe2\x80\x99 Trump told NBC News.""",b'Trump attacks \xe2\x80\x98showboat\xe2\x80\x99 FBI chief; Russia probe proceeds',link,http://dlvr.it/P73FwD,2017-05-11 22:43:17,18,3,3
47298465905_10154447164475906,b'This after the prosecution withdrew its case against the duo yesterday.',"b'Full acquittal granted to Khairuddin, Chang over sabotage charge'",link,http://dlvr.it/P73Frm,2017-05-11 22:43:14,187,21,39
47298465905_10154447164425906,b'He is to attend the Belt and Road Forum for International Cooperation on May 14-15.',b'Najib makes brief stopover at Hangzhou to visit Alibaba',link,http://dlvr.it/P73Fm5,2017-05-11 22:43:11,39,65,3
47298465905_10154447159495906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48128O8,2017-05-11 22:39:21,405,109,0
47298465905_10154436485250906,"b'Where to begin with Chinese medicine and Western medicine?\nGout patients require medications with minimal side effects. Therefore, the side effects from ingredients in drugs is a big concern.\n\nRead for more info: http://vox.malaysiakini.com/en/23523\n#Brandvoice'",b'Where to begin with Chinese medicine and Western medicine?',link,http://vox.malaysiakini.com/en/23523,2017-05-11 22:20:00,9,1,2
47298465905_10154447126620906,,"b""Attendees hail 'best' Umno bash as they cart away boxes of freebies""",link,http://www.malaysiakini.com/news/381954,2017-05-11 22:17:33,31,64,25
47298465905_10154447054605906,"b'Hear it from our fellow Malaysians and find out what we think you should spend the RM2 on.\n\n""It\'s hard. When you buy roti kosong, ya... But I don\'t think you can buy a drink after that (with RM2)."" #inflation #pricehike #health'",,video,https://www.facebook.com/MalaysiaKini/videos/10154447054605906/,2017-05-11 22:15:53,21,11,42
47298465905_10154447118955906,"b'Malaysiakini news is independent from government/opposition influence and corporate interests. Malaysiakini is neither pro-opposition nor pro-government either. We believe in reporting news and views that matter, holding governments of the day (federal and state) accountable.\n\nSupport Independent Media. Support Malaysiakini today. (y)\n\nhttps://subscription.malaysiakini.com/ (desktop)\nhttps://msub.malaysiakini.com/ (mobile)'",b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154447118955906/?type=3,2017-05-11 22:15:33,20,0,3
47298465905_10154447115680906,b'GET FULL ACCESS to all our current online news and enjoy special discounts and offers! (Y)\n\nhttps://subscription.malaysiakini.com/ (desktop) https://msub.malaysiakini.com/ (mobile)\n\n*terms & conditions apply',b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154447115680906/?type=3,2017-05-11 22:14:24,7,3,1
47298465905_10154447109500906,b'FREE Zunar Cartoon Book! Subscribe or renew your Malaysiakini subscription to 1 year from May 03 to May 30 and get 1 FREE 1 FUNNY MALAYSIA book by Zunar! Click here ~> https://goo.gl/Qo6XdO for more information:\n\n*Terms & Conditions Apply',b'Timeline Photos',photo,https://www.facebook.com/MalaysiaKini/photos/a.384186960905.170045.47298465905/10154447109500906/?type=3,2017-05-11 22:13:51,6,0,1
47298465905_10154447083640906,"b'Umno cares for not just one race, says Liow after yesterday\xe2\x80\x99s anniversary bash.'",b'MCA chief praises Umno\xe2\x80\x99s \xe2\x80\x98moderation\xe2\x80\x99 and care for all races',link,http://dlvr.it/P72pnf,2017-05-11 22:11:27,191,630,200
47298465905_10154447083170906,b'Selangor DAP chief Tony Pua amused by decision of Selangor PAS to stay with the state government after breaking ties with PKR.',b'Pua urges Selangor PAS to join Umno as opposition',link,http://dlvr.it/P72pkT,2017-05-11 22:11:24,357,80,40
47298465905_10154447067625906,b'#Columns COMMENT | \xe2\x80\x98To live in fear forever and stay stagnant is not much of a life.\xe2\x80\x99',"b'To be honest, I can\xe2\x80\x99t relate to May 13'",link,http://dlvr.it/P72mF5,2017-05-11 22:10:05,42,14,8
47298465905_10154446976790906,"b""Students relate how they were 'duped', after being told they will be attending a volunteerism programme.""","b""Grumbles over 'trickery' at Umno anniversary bash""",link,http://dlvr.it/P72RS5,2017-05-11 21:41:08,333,104,324
47298465905_10154446869305906,"b'COMMENT | More environment-friendly policies should, in fact, be implemented nationwide.'","b'No more plastics and polystyrene, please'",link,http://dlvr.it/P7211J,2017-05-11 21:08:23,106,26,10
47298465905_10154446868710906,b'Arshad Ayub says this is despite the country\xe2\x80\x99s various failures or scandals.',"b'M\xe2\x80\x99sia still success story, says ex-Bank Negara deputy chief'",link,http://dlvr.it/P720qZ,2017-05-11 21:08:14,39,69,6
47298465905_10154446815550906,b'COMMENT | Confusing \xe2\x80\x98Cash is King\xe2\x80\x99 with bartering the country\xe2\x80\x99s strategic interests to China.',b'Malaysia as the \xe2\x80\x98iron brother\xe2\x80\x99 of China?',link,http://dlvr.it/P71dbF,2017-05-11 20:37:11,51,37,16
47298465905_10154446815430906,b'YOURSAY | \xe2\x80\x98The incentives that TalentCorp cannot give are a fair and just society.\xe2\x80\x99',b'TalentCorp unfortunately can\xe2\x80\x99t influence events beyond them',link,http://dlvr.it/P71dPH,2017-05-11 20:37:06,31,17,8
47298465905_10154446771025906,"b""\xe2\x80\x98This time it's the best because we're really getting a lot!\xe2\x80\x99 gushes an Umno member.""","b""Attendees hail 'best' Umno bash as they cart away boxes of freebies""",link,http://dlvr.it/P71CBS,2017-05-11 20:05:39,127,194,114
47298465905_10154446770980906,"b""The party's muscle-flexing comes at a time when its Malay support is at its lowest.""","b""Umno's show of numbers beats Bersih 5, Act 355 rally, but...""",link,http://dlvr.it/P71Bwp,2017-05-11 20:05:36,182,195,80
47298465905_10154446699435906,"b'YOURSAY | \xe2\x80\x98With all these blasphemy laws, are Indonesians better Muslims?\xe2\x80\x99'",b'Indonesians follow Malaysia on religious intolerance',link,http://dlvr.it/P70nRX,2017-05-11 19:32:44,140,130,59
47298465905_10154446699365906,"b'KINI ROUNDUP | Headlines from yesterday you may have missed, in brief.'",b'PAS finalises PKR divorce; Najib\xe2\x80\x99s hand in 1MDB deals questioned',link,http://dlvr.it/P70nFv,2017-05-11 19:32:40,49,10,5
47298465905_10154446575565906,"b""Ex-Bank Negara deputy governor Arshad Ayub proposes an 'agricultural national service'.""","b'\xe2\x80\x98Youths should learn to tap rubber, grow rice\xe2\x80\x99'",link,http://dlvr.it/P6ztqW,2017-05-11 18:29:10,133,91,58
47298465905_10154445572085906,b'Its sec-gen Saifuddin Nasution stresses that PKR has been consistent based on its record.',"b'PKR rejects syura council\xe2\x80\x99s accusations, to discuss next move'",link,http://dlvr.it/P6rRBx,2017-05-11 11:26:54,79,30,4
47298465905_10154445480735906,"b'Umno president Najib Abdul Razak marked the party\xe2\x80\x99s 71st anniversary by taking a swipe at a former party leader, while praising PAS president Abdul Hadi Awang\n\nNajib said none could have imagined how this former leader could have betrayed the party and colluded with its old foe, DAP.\n\nRead more: https://www.malaysiakini.com/news/381940 \n\nPHOTOS by Lim Huey Teng'","b""UMNO's 71st Anniversary""",photo,https://www.facebook.com/MalaysiaKini/photos/a.10154445480440906.1073742106.47298465905/10154445480735906/?type=3,2017-05-11 10:57:01,38,43,8
47298465905_10154445423510906,"b'\xe2\x80\x98We did not forget who taught us that DAP was a racist chauvinist party,\xe2\x80\x99 he says.'","b'Najib takes swipes at ex-Umno leader, praises Hadi at anniversary bash'",link,http://dlvr.it/P6pymZ,2017-05-11 10:19:27,84,109,44
47298465905_10154445415345906,,b'Wesak Day 2017',photo,https://www.facebook.com/MalaysiaKini/photos/a.10154445414795906.1073742102.47298465905/10154445415345906/?type=3,2017-05-11 10:15:39,107,0,4
47298465905_10154423382720906,,b'Malaysiakini',video,https://www.facebook.com/MalaysiaKini/videos/10154410659510906/,2017-05-11 09:30:00,6,0,0
47298465905_10154445298600906,b'The anniversary logo was screened on the digital display covering the DBKL headquarters.',"b'Umno logo dominates KL\xe2\x80\x99s skyline, thanks to DBKL'",link,http://dlvr.it/P6nWJh,2017-05-11 09:12:46,61,63,19
47298465905_10154445280565906,b'Video | KiniTV',b'KiniTV',link,http://www.kinitv.com/video/48122O8,2017-05-11 09:03:34,171,32,0
47298465905_10154445235500906,b'Toh Chai Eun was quoted as saying that he did not mean any harm or to upset anyone.',b'Driver assaulted outside surau apologises',link,http://dlvr.it/P6mq61,2017-05-11 08:38:51,229,147,44
47298465905_10154445186630906,,b'KiniTV',link,http://www.kinitv.com/video/48116O8,2017-05-11 08:13:43,67,10,0
47298465905_10154445175325906,b'Nazir was seated at the front row during Nurul Izzah\xe2\x80\x99s speech at the World Economic Forum.',"b'Was it so easy to forgive Dr M, Nazir asks Nurul Izzah'",link,http://dlvr.it/P6m7PM,2017-05-11 08:07:18,720,123,122
47298465905_10154445164680906,,b'KiniTV',link,http://www.kinitv.com/video/48114O8,2017-05-11 08:01:00,8,13,0
47298465905_10154445133465906,,b'KiniTV',link,http://www.kinitv.com/video/48121O8,2017-05-11 07:44:46,32,7,0
47298465905_10154445047025906,"b""KiniTV BULLETIN: Malaysia's ruling party, the United Malaysia National Organisation or UMNO celebrates its 71st anniversary today, drawing mixed reactions.""",b'KiniFlash - 11 May: UMNO turns 71',link,http://www.kinitv.com/video/48118O120,2017-05-11 07:02:54,17,16,1
